make,model,year,mileage,fuel_type,engine_capacity,transmission,city,price
Honda,Civic Oriel Prosmatec UG,2016,86000,Petrol,1800,Automatic,Islamabad,5150000.0
Honda,Civic EXi Prosmatec,2004,180000,Petrol,1500,Automatic,Wah cantt,1500000.0
Changan,Karvaan Plus,2022,35000,Petrol,1000,Manual,Dinga,2625000.0
Toyota,Passo,2006,129000,Petrol,1000,Automatic,Karachi,1575000.0
Toyota,Passo,2012,129000,Petrol,1000,Automatic,Karachi,1550000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2017,48000,Petrol,1800,Automatic,Karachi,5000000.0
Honda,Civic EXi Prosmatec,2005,150000,Petrol,1500,Automatic,Rawalpindi,1750000.0
Toyota,Raize Z,2019,86932,Petrol,1000,Automatic,Lahore,5790000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2017,26000,Petrol,1800,Automatic,Mian Wali,5200000.0
MG,HS Trophy,2021,18500,Petrol,1500,Automatic,Islamabad,6550000.0
Prince,Pearl MT,2021,12000,Petrol,800,Manual,Karachi,1090000.0
Daihatsu,Mira L SA III,2022,15000,Petrol,660,Automatic,Karachi,3575000.0
Suzuki,Alto VXR,2024,14678,Petrol,660,Manual,Rawalpindi,2850000.0
Toyota,Fortuner Legender,2022,14200,Diesel,2800,Automatic,Lahore,17900000.0
Toyota,Passo Plus Hana C,2013,48523,Petrol,1000,Automatic,Lahore,2490000.0
Daihatsu,Mira X SA lll,2022,36281,Petrol,660,Automatic,Karachi,3200000.0
Suzuki,Mehran VXR,2004,81675,Petrol,800,Manual,Lahore,560000.0
Toyota,Passo X L Package S,2018,50526,Petrol,1000,Automatic,Lahore,4000000.0
Suzuki,Alto VXL AGS,2023,21000,Petrol,660,Automatic,Lahore,2915000.0
Toyota,Corolla Axio Hybrid 1.5,2014,138003,Hybrid,1500,Automatic,Karachi,4000000.0
Daihatsu,Mira L,2013,97186,Petrol,660,Automatic,Karachi,2000000.0
Daihatsu,Cuore CX Automatic,2006,222000,Petrol,800,Automatic,Islamabad,919999.0
Honda,Vezel e-HEV Play,2023,6115,Hybrid,1500,Automatic,Lahore,13300000.0
Toyota,Corolla SE Saloon,2005,164600,Petrol,1500,Manual,Hangu,1670000.0
Suzuki,Alto VXR,2007,144000,Petrol,1000,Manual,Lahore,969999.0
Suzuki,Mehran VXR Euro II,2017,86500,Petrol,800,Manual,Rawalpindi,1500000.0
Daihatsu,Mira G SA III,2019,107000,Petrol,660,Automatic,Mardan,3150000.0
Mercedes,Benz E Class 4th (W212) Generation E250,2012,119036,Petrol,2100,Automatic,Islamabad,13600000.0
Daihatsu,Move X SA 2,2021,72205,Petrol,660,Automatic,Lahore,3675000.0
Peugeot,2022 Allure,2022,89000,Petrol,1200,Automatic,Islamabad,5400000.0
Daihatsu,Mira L SA III,2024,6,Petrol,660,Automatic,Lahore,4090000.0
Nissan,Clipper,2019,118000,Petrol,660,Automatic,Karachi,2400000.0
Suzuki,Alto L limited 40th anniversary edition,2021,45440,Petrol,660,Automatic,Lahore,3590000.0
Suzuki,Alto Hybrid S LED,2024,3230,Hybrid,660,Automatic,Lahore,3990000.0
Suzuki,Alto VX,2021,3500,Petrol,660,Manual,Rawalpindi,2360000.0
Honda,Civic 1.8 i-VTEC CVT,2019,76000,Petrol,1800,Automatic,Islamabad,5775000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2019,82000,Petrol,1800,Automatic,Gujranwala,5700000.0
Toyota,Yaris Sedan ATIV X CVT 1.5,2020,65000,Petrol,1500,Automatic,Arifwala,4380000.0
Toyota,Vitz U 1.0,2006,170000,Petrol,1000,Automatic,Islamabad,2050000.0
Suzuki,Mehran VXR,2005,100000,Petrol,800,Manual,Karachi,480000.0
Mercedes,Benz C Class C180,2007,160000,Petrol,1800,Automatic,Lahore,4700000.0
BYD,Atto 3 Advance,2025,100,Electric,49,Automatic,Lahore,10200000.0
Nissan,Dayz X,2024,962,Petrol,660,Automatic,Lahore,3990000.0
Toyota,Vitz iLL 1.3,2006,123000,Petrol,1300,Automatic,Chakwal,2325000.0
Toyota,Fortuner 2.7 VVTi,2020,33000,Petrol,2700,Automatic,Sialkot,13700000.0
Toyota,Corolla 9th (E120) Generation 2.0D,2004,200000,Diesel,2000,Manual,Depal pur,1200000.0
Peugeot,2022 Allure,2022,34998,Petrol,1200,Automatic,Karachi,5950000.0
Honda,City i-DSI,2008,185000,Petrol,1300,Manual,Pindi Bhattian,2150000.0
Haval,H6 HEV,2024,10879,Hybrid,1500,Automatic,Lahore,12300000.0
Toyota,Raize XS,2020,91000,Petrol,1000,Automatic,Islamabad,5250000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2018,106000,Petrol,1800,Automatic,Islamabad,5390000.0
Toyota,Corolla XLi VVTi Limited Edition,2010,116000,Petrol,1300,Manual,Islamabad,2590000.0
Toyota,Yaris Hatchback X,2020,107683,Petrol,1000,Automatic,Faisalabad,4300000.0
Suzuki,Swift DLX 1.3,2014,145000,Petrol,1300,Manual,Lahore,1880000.0
BMW,7 Series 5th (F01) Generation ActiveHybrid 7,2013,66009,Hybrid,3000,Automatic,Rawalpindi,15800000.0
Toyota,Corolla GLi 1.3 VVTi,2016,161074,Petrol,1300,Manual,Lahore,3550000.0
Toyota,Corolla Altis Automatic 1.6,2020,98694,Petrol,1600,Automatic,Karachi,4700000.0
Toyota,Corolla Axio Hybrid 1.5,2016,85000,Hybrid,1500,Automatic,Peshawar,5450000.0
Suzuki,Alto VXR,2019,64000,Petrol,660,Manual,Karachi,2200000.0
Daihatsu,Mira ES,2014,105000,Petrol,660,Automatic,Karachi,2140000.0
Honda,City 6th Generation 1.5L ASPIRE CVT,2025,1500,Petrol,1500,Automatic,Faisalabad,5950000.0
Toyota,Passo X L Package S,2021,13000,Petrol,1000,Automatic,Abbottabad,4550000.0
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2010,103000,Petrol,1800,Automatic,Lahore,2435000.0
Suzuki,Every,2020,95000,Petrol,660,Manual,Lahore,2550000.0
Honda,Civic Rebirth VTi 1.8 i-VTEC,2014,100700,Petrol,1800,Manual,Lahore,3500000.0
Honda,City,2007,200000,Petrol,1300,Manual,Lahore,1775000.0
MG,HS Trophy,2021,20000,Petrol,1500,Automatic,Peshawar,6800000.0
Toyota,Corolla GLi 1.3 VVTi,2016,157000,Petrol,1300,Manual,Gujranwala,3450000.0
Suzuki,Alto VXR,2022,85000,Petrol,660,Manual,Lahore,2390000.0
Suzuki,Alto VXL AGS,2022,54000,Petrol,660,Automatic,Hyderabad,2800000.0
Suzuki,Mehran VX,2006,18,Petrol,800,Manual,Wah cantt,760000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2020,54450,Petrol,1800,Automatic,Bahawalnagar,5880000.0
Toyota,Corolla GLi 1.3 VVTi,2012,80000,Petrol,1300,Manual,Sargodha,3000000.0
Suzuki,Cultus,2008,2008,Petrol,1000,Manual,Islamabad,1150000.0
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2023,40000,Petrol,1800,Automatic,Sialkot,6900000.0
Toyota,Prius S LED Edition 1.8,2014,116000,Hybrid,1800,Automatic,Islamabad,4790000.0
Honda,Vezel Hybrid Z Honda Sensing,2016,136000,Hybrid,1500,Automatic,Islamabad,5950000.0
Daihatsu,Charade,1997,130000,Petrol,1300,Automatic,Lahore,1550000.0
Daihatsu,Cuore CX Automatic,2010,112000,Petrol,800,Automatic,Lahore,1300000.0
Toyota,Yaris Sedan ATIV CVT 1.3,2022,52000,Petrol,1300,Automatic,Lahore,4550000.0
Toyota,Corolla GLi 1.3 VVTi,2015,80000,Petrol,1300,Manual,Khushab,4075000.0
Honda,Civic 1.8 i-VTEC CVT,2020,116037,Petrol,1800,Automatic,Gujranwala,5900000.0
KIA,Sportage FWD,2020,66000,Petrol,2000,Automatic,Gujranwala,6390000.0
BMW,7 Series i7 xDrive60 Excellence,2022,7000,Electric,105,Automatic,Karachi,4758949.761035957
Daihatsu,Move,2021,62000,Petrol,660,Automatic,Lahore,3450000.0
Suzuki,Mehran VXR Euro II,2018,65000,Petrol,796,Manual,Faisalabad,1360000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2017,69368,Petrol,1800,Automatic,Karachi,4600000.0
Audi,A6 4th (C7) Generation 1.8 TFSI,2015,28877,Petrol,1800,Automatic,Islamabad,15000000.0
Suzuki,Alto VXL AGS,2021,76836,Petrol,660,Automatic,Faisalabad,2550000.0
Toyota,Prius Alpha G,2017,165176,Hybrid,1800,Automatic,Karachi,5800000.0
Nissan,Note e-Power S,2021,81387,Hybrid,1200,Automatic,Rawalpindi,6100000.0
Mercedes,Benz E Class 4th (W212) Generation E250,2012,105740,Petrol,2100,Automatic,Faisalabad,12500000.0
Mazda,Scrum Van,2012,119868,Petrol,660,Automatic,Lahore,1650000.0
Toyota,Corolla Altis Automatic 1.6,2019,64707,Petrol,1600,Automatic,Karachi,4950000.0
Honda,Insight G,2010,114000,Petrol,1300,Automatic,Karachi,2580000.0
Mercedes,Benz C Class C180,2018,110000,Petrol,1600,Automatic,Sialkot,13500000.0
Suzuki,Cultus VXLi,2008,60000,Petrol,1000,Manual,Islamabad,1120000.0
Toyota,Vitz F Limited 1.0,2013,95000,Petrol,1000,Automatic,Sargodha,2580000.0
Haval,H6 HEV,2024,26600,Hybrid,1500,Automatic,Rawalpindi,12200000.0
KIA,Sportage AWD,2022,26000,Petrol,2000,Automatic,Karachi,6850000.0
Suzuki,Wagon R VXL,2024,10199,Petrol,1000,Manual,Faisalabad,3450000.0
Suzuki,Cultus VXR,2007,100000,Petrol,1000,Manual,Khushab,800000.0
Toyota,Corolla XLi VVTi,2009,300000,Petrol,1300,Manual,Attock,2200000.0
Toyota,Vitz F 1.0,2005,125000,Petrol,1000,Automatic,Rawalpindi,2125000.0
Honda,Civic VTi Oriel Prosmatec 1.8 i-VTEC,2015,180000,Petrol,1800,Automatic,Rawalpindi,3190000.0
Daihatsu,Rocky,1990,360000,Diesel,2800,Manual,Islamabad,1850000.0
Isuzu,Trooper,1988,1,Diesel,800,Manual,Karachi,4500000.0
Honda,Civic VTi 1.6,1996,131111,Petrol,1600,Manual,Gujranwala,1295000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2018,99000,Petrol,1300,Automatic,Dinga,4650000.0
Daihatsu,Mira X SA,2017,65000,Petrol,660,Automatic,Karachi,3050000.0
Mitsubishi,Lancer GLX Automatic 1.3,2005,57000,Petrol,1300,Automatic,Islamabad,1400000.0
Audi,e-tron 50 quattro 230 kW,2021,20000,Electric,230,Automatic,Lahore,20500000.0
Toyota,Corolla,2019,85000,Petrol,1300,Automatic,Nowshera Virka,4600000.0
Toyota,Corolla Altis X Automatic 1.6,2021,36000,Petrol,1600,Automatic,Sialkot,5600000.0
Toyota,Corolla GLi 1.3 VVTi,2016,2,Petrol,1300,Manual,Quetta,3579999.0
Toyota,Corolla XLi VVTi Limited Edition,2013,150000,Petrol,1300,Manual,Bahawalpur,2875000.0
Toyota,Prius S 1.8,2011,136000,Hybrid,1800,Automatic,Swabi,3990000.0
Honda,Civic VTi 1.8 i-VTEC,2008,100000,Petrol,1800,Manual,Lahore,1800000.0
Toyota,Aqua,2013,187000,Hybrid,1500,Automatic,Okara,4000000.0
Toyota,Vitz F 1.0,2014,88000,Petrol,1000,Automatic,Karachi,2250000.0
Suzuki,Mehran VXR Euro II,2019,30000,Petrol,796,Manual,Hafizabad,1450000.0
Suzuki,Alto E,2007,165823,Petrol,660,Automatic,Lahore,1265000.0
MG,HS PHEV,2025,400,Hybrid,1500,Automatic,Islamabad,10400000.0
Suzuki,Alto VXR,2025,18,Petrol,660,Manual,Lahore,2875000.0
Suzuki,Alto VXL AGS,2025,10,Petrol,660,Automatic,Lahore,3210000.0
Toyota,Corolla Altis Cruisetronic 1.8,2010,141000,Petrol,1800,Automatic,Bahawalpur,2550000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2020,58500,Petrol,1800,Automatic,Karachi,5590000.0
Toyota,Land Cruiser GX,2012,100000,Petrol,4600,Automatic,Lahore,4788491.14883721
Toyota,Corolla GLi Automatic 1.3 VVTi,2020,16000,Petrol,1300,Automatic,Gujrat,5430000.0
KIA,Sportage L HEV,2025,600,Hybrid,1600,Automatic,Lahore,13700000.0
Toyota,Aqua S,2015,108000,Hybrid,1500,Automatic,Karachi,3700000.0
KIA,Sportage AWD,2020,95000,Petrol,2000,Automatic,Lahore,6550000.0
MG,5,2021,5700,Petrol,1500,Automatic,Lahore,6200000.0
Suzuki,Alto L,2016,120000,Petrol,660,Automatic,Islamabad,2600000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,77314,Petrol,1300,Automatic,Karachi,3800000.0
Daihatsu,Mira L,2022,16300,Petrol,660,Automatic,Karachi,3410000.0
Suzuki,Khyber GA,1997,50000,Petrol,1000,Manual,Rawalpindi,750000.0
Toyota,Corolla Altis X CVT-i 1.8,2021,1,Petrol,1800,Automatic,Faisalabad,459999.0
Suzuki,Wagon R VXL,2017,120000,Petrol,1000,Manual,Islamabad,1900000.0
Toyota,Corolla GLi 1.3 VVTi,2014,160000,Petrol,1300,Manual,Rawalpindi,3650000.0
Suzuki,Bolan VX Euro II,2018,18500,Petrol,800,Manual,Lahore,1495000.0
KIA,Sportage FWD,2020,77000,Petrol,2000,Automatic,Lahore,6225000.0
Toyota,Belta X 1.3,2005,277000,Petrol,1300,Automatic,Faisalabad,1920000.0
Toyota,Hilux Double Cab,1996,112345,Diesel,2400,Manual,Rawalpindi,1700000.0
BAIC,BJ40 Plus Honorable Edition,2022,45000,Petrol,2000,Automatic,Karachi,11000000.0
Suzuki,Swift GLX CVT,2024,11000,Petrol,1200,Automatic,Karachi,4930000.0
Audi,A3 1.2 TFSI Exclusive Line,2018,65000,Petrol,1200,Automatic,Karachi,7500000.0
Toyota,Corolla Hybrid WxB,2021,10500,Hybrid,1800,Automatic,Karachi,10700000.0
Honda,Civic 1.8 i-VTEC CVT,2017,63000,Petrol,1800,Automatic,Karachi,4675000.0
Suzuki,Alto VXR,2024,17000,Petrol,660,Manual,Karachi,2785000.0
Daihatsu,Mira L SA III,2023,7000,Petrol,660,Automatic,Karachi,3800000.0
Daihatsu,Mira L SA III,2022,7000,Petrol,660,Automatic,Karachi,3650000.0
Daihatsu,Mira X SA lll,2023,8000,Petrol,660,Automatic,Karachi,4100000.0
Daihatsu,Mira X SA lll,2021,23000,Petrol,660,Automatic,Karachi,3575000.0
Toyota,Raize Z,2020,28000,Petrol,1000,Automatic,Karachi,6100000.0
Toyota,Raize Z,2020,19000,Petrol,1000,Automatic,Karachi,5950000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2018,21000,Petrol,1800,Automatic,Sialkot,6150000.0
Honda,Civic EXi Prosmatec,2004,150000,Petrol,1500,Automatic,Karachi,1499000.0
Suzuki,Mehran VXR Euro II,2016,126937,Petrol,800,Manual,Islamabad,1360000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2017,96000,Petrol,1800,Automatic,Faisalabad,5150000.0
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2014,103000,Petrol,1800,Automatic,Gojra,3565000.0
Suzuki,Cultus VXR,2006,75000,Petrol,1000,Manual,Sargodha,750000.0
Honda,HR-V CVT,2019,92000,Petrol,1800,Automatic,Faisalabad,5800000.0
Toyota,Corolla GLi 1.3 VVTi,2010,75000,Petrol,1300,Manual,Gujrat,2520000.0
Honda,Civic VTi Oriel Prosmatec 1.8 i-VTEC,2011,107379,Petrol,1800,Automatic,Islamabad,2725000.0
Honda,Vezel Hybrid RS Honda Sensing,2016,85000,Hybrid,1500,Automatic,Islamabad,7450000.0
Toyota,Corolla 8th (E110) Generation GL,1994,190000,Petrol,1300,Manual,Jhelum,1200000.0
Suzuki,Alto VXR,2004,80000,Petrol,1000,Manual,Larkana,520000.0
Honda,Civic VTi Oriel Prosmatec 1.8 i-VTEC,2016,200000,Petrol,1800,Automatic,Lahore,4150000.0
Toyota,Yaris Hatchback X,2021,116000,Petrol,1000,Automatic,Gujranwala,4475000.0
Toyota,Corolla 2.0D,2001,350000,Diesel,2000,Manual,Muzaffar Gargh,1390000.0
Toyota,Corolla,1988,220000,Petrol,1500,Manual,Topi,1050000.0
Suzuki,FX GA,1985,110786,Petrol,800,Manual,Wah cantt,350000.0
Toyota,Corolla Altis X Manual 1.6,2022,144000,Petrol,1600,Manual,Lahore,5800000.0
Suzuki,Alto VXR,2020,54000,Petrol,660,Manual,Jhang,2199000.0
Toyota,Prado TX Limited 2.7,2004,140000,Petrol,2700,Automatic,Islamabad,7800000.0
Honda,City 1.3 i-VTEC,2011,114000,Petrol,1300,Manual,Faisalabad,2650000.0
Toyota,Prius L 1.8,2015,135000,Hybrid,1800,Automatic,Islamabad,5200000.0
Toyota,Fortuner 2.7 VVTi,2020,84000,Petrol,2700,Automatic,Karachi,12500000.0
Toyota,Mark II Grande 2.5,2002,1,Petrol,2500,Automatic,Islamabad,3375000.0
Honda,Civic VTi Oriel Prosmatec 1.8 i-VTEC,2014,99000,Petrol,1800,Automatic,Islamabad,4000000.0
Audi,A5 1.4 TFSI Sportback,2019,48000,Petrol,1400,Automatic,Karachi,14900000.0
Toyota,Land Cruiser AX G Selection,2016,41000,Petrol,4600,Automatic,Karachi,33500000.0
Mercedes,Benz S Class S350,2006,76106,Petrol,3500,Automatic,Karachi,10500000.0
Toyota,Raize Z,2020,31000,Petrol,1000,Automatic,Karachi,5975000.0
Daihatsu,Rocky G,2019,68000,Petrol,1000,Automatic,Lahore,5990000.0
Toyota,Land Cruiser ZX,2013,48000,Petrol,4600,Automatic,Karachi,29700000.0
Suzuki,Cultus Auto Gear Shift,2021,43000,Petrol,1000,Automatic,Rahim Yar Khan,3250000.0
Daihatsu,Mira X SA lll,2023,8000,Petrol,660,Automatic,Karachi,4100000.0
Toyota,Platz,2008,100000,Petrol,1000,Automatic,Karachi,1650000.0
Daihatsu,Mira X SA lll,2021,23000,Petrol,660,Automatic,Karachi,3575000.0
Toyota,Raize Z,2020,28000,Petrol,1000,Automatic,Karachi,6100000.0
Toyota,Raize Z,2020,19000,Petrol,1000,Automatic,Karachi,5950000.0
Toyota,Aqua GS,2016,80000,Hybrid,1500,Automatic,Rawalpindi,4500000.0
Toyota,Yaris Hatchback X,2021,48200,Petrol,1000,Automatic,Karachi,4400000.0
Toyota,Yaris Sedan ATIV CVT 1.3,2020,58000,Petrol,1300,Automatic,Faisalabad,4225000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2018,21000,Petrol,1800,Automatic,Sialkot,6150000.0
Daihatsu,Cuore CX Eco,2008,200000,Petrol,800,Manual,Haripur,1250000.0
Suzuki,Alto,2017,116599,Petrol,660,Automatic,Islamabad,2800000.0
Mitsubishi,Ek Wagon G,2007,120000,Petrol,660,Automatic,Rawalpindi,1780000.0
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2014,140500,Petrol,1800,Automatic,Lahore,3425000.0
Toyota,Corolla Altis X Automatic 1.6,2021,65000,Petrol,1600,Automatic,Islamabad,5800000.0
Honda,Civic EXi,2001,260333,Petrol,1500,Manual,Pak pattan sharif,1255000.0
Suzuki,Mehran VX,2010,40000,Petrol,800,Manual,Peshawar,990000.0
Suzuki,APV,2005,54424,Petrol,1600,Automatic,Chowha saidan shah,1650000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC,2020,48500,Petrol,1300,Manual,Bahawalpur,3900000.0
Toyota,Corolla Fielder,2016,190000,Petrol,1500,Automatic,Peshawar,4750000.0
Suzuki,Cultus VXRi,2011,35000,Petrol,1000,Manual,Rawalpindi,1550000.0
Honda,Civic VTi Prosmatec 1.6,2005,260000,Petrol,1600,Automatic,Lahore,1590000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2017,54000,Petrol,1300,Automatic,Haroonabad,4550000.0
Suzuki,Mehran VXR Euro II,2017,75000,Petrol,796,Manual,Rawalpindi,1455000.0
Nissan,Dayz Highway Star S hybrid X pro pilot,2021,13000,Hybrid,660,Automatic,Faisalabad,3990000.0
Daihatsu,Mira Tocot,2021,11000,Petrol,660,Automatic,Lahore,3425000.0
Changan,Oshan X7 FutureSense,2022,16500,Petrol,1500,Automatic,Lahore,7675000.0
Toyota,Passo X G Package,2014,70000,Petrol,1000,Automatic,Karachi,2500000.0
Suzuki,Alto VXL AGS,2020,45000,Petrol,660,Automatic,Karachi,2580000.0
Nissan,Clipper G Aero Version,2019,39000,Petrol,660,Automatic,Karachi,2995000.0
Toyota,Camry 4th (XV40) Generation Up-Spec Automatic 2.4,2007,182000,Petrol,2400,Automatic,Bahawalnagar,2850000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2018,83000,Petrol,1800,Automatic,Faisalabad,5150000.0
MG,HS,2024,18102,Petrol,1500,Automatic,Karachi,700000.0
Toyota,Land Cruiser 70 series 30th anniversary edition (facelift),1985,222200,Diesel,4000,Manual,Lahore,3600000.0
Toyota,Land Cruiser ZX,2016,45000,Petrol,4600,Automatic,Faisalabad,38000000.0
Mazda,Flair Crossover,2021,68000,Petrol,660,Automatic,Peshawar,3500000.0
Honda,City 1.3 i-VTEC,2011,114000,Petrol,1300,Manual,Faisalabad,2650000.0
Suzuki,Cultus VXR,2007,84000,Petrol,1000,Manual,Lahore,975000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,121800,Petrol,1300,Automatic,Haripur,3690000.0
Nissan,Dayz S,2023,7900,Petrol,660,Automatic,Sialkot,3665000.0
Toyota,Prius L 1.8,2015,135000,Hybrid,1800,Automatic,Islamabad,5200000.0
Toyota,Fortuner 2.7 VVTi,2020,84000,Petrol,2700,Automatic,Karachi,12500000.0
Suzuki,Cultus VXL,2022,38000,Petrol,1000,Manual,Hyderabad,3500000.0
Suzuki,Wagon R Hybrid FX,2021,56000,Hybrid,660,Automatic,Peshawar,3650000.0
Toyota,Vitz,2018,74000,Petrol,1000,Automatic,Bahawalpur,380000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2016,112000,Petrol,1800,Automatic,Gujranwala,4385000.0
Toyota,Corolla GLi 1.3 VVTi,2016,100000,Petrol,1300,Manual,Lahore,3015000.0
Toyota,Corolla GLi 1.3 VVTi,2009,150000,Petrol,1300,Manual,Karachi,2395000.0
Mercedes,Benz C Class C200,2008,119000,Petrol,1800,Automatic,Peshawar,5600000.0
Toyota,Mark II Grande 2.5,2002,1,Petrol,2500,Automatic,Islamabad,3375000.0
Honda,Civic VTi Oriel Prosmatec 1.8 i-VTEC,2014,99000,Petrol,1800,Automatic,Islamabad,4000000.0
Mazda,Scrum Van,2016,12342,Petrol,11111,Automatic,Gujranwala,1450000.0
Audi,A5 1.4 TFSI Sportback,2019,48000,Petrol,1400,Automatic,Karachi,14900000.0
Toyota,Land Cruiser AX G Selection,2016,41000,Petrol,4600,Automatic,Karachi,33500000.0
Mercedes,Benz S Class S350,2006,76106,Petrol,3500,Automatic,Karachi,10500000.0
Suzuki,Mehran,2005,554283,Petrol,800,Manual,Lahore,650000.0
Suzuki,Alto VX,2024,22000,Petrol,660,Manual,Rahim Yar Khan,2480000.0
Toyota,Raize Z,2020,31000,Petrol,1000,Automatic,Karachi,5975000.0
Daihatsu,Rocky G,2019,68000,Petrol,1000,Automatic,Lahore,5990000.0
Toyota,Land Cruiser ZX,2013,48000,Petrol,4600,Automatic,Karachi,29700000.0
Suzuki,Alto VXL AGS,2023,32000,Petrol,660,Automatic,Rawalpindi,2850000.0
Mitsubishi,Ek Wagon M,2021,28000,Petrol,660,Automatic,Peshawar,3450000.0
Toyota,Vitz B S Edition 1.0,2008,125000,Petrol,1000,Automatic,Islamabad,2089999.0
Daihatsu,Cast Activa G SA III,2021,6500,Petrol,660,Automatic,Islamabad,3790000.0
Suzuki,Cultus VXR,2022,22000,Petrol,1000,Manual,Lahore,3275000.0
Toyota,Hilux Revo Rocco,2022,45000,Diesel,2800,Automatic,Faisalabad,13400000.0
Mercedes,Benz E Class 5th (W213) Generation E 180 AMG,2022,11000,Petrol,1500,Automatic,Lahore,35900000.0
Toyota,Vitz F 1.0,2018,75048,Petrol,996,Automatic,Multan,4000000.0
Honda,Civic 11th Generation RS,2024,22000,Petrol,1500,Automatic,Karachi,9400000.0
Toyota,Yaris Sedan ATIV CVT 1.3,2020,60170,Petrol,1300,Automatic,Multan,4200000.0
Daihatsu,Mira L SA III,2021,9806,Petrol,660,Automatic,Multan,3375000.0
Toyota,Vitz F 1.0,2011,119886,Petrol,1000,Automatic,Multan,2495000.0
Toyota,Raize G,2020,10000,Petrol,1000,Automatic,Karachi,5375000.0
Toyota,Hilux Vigo G,2006,135000,Diesel,2500,Manual,Islamabad,4100000.0
Nissan,Dayz Highway Star S hybrid X pro pilot,2021,13000,Hybrid,660,Automatic,Faisalabad,3990000.0
Honda,City 6th Generation 1.2L CVT,2024,2413,Petrol,1200,Automatic,Lahore,5100000.0
Daihatsu,Mira Tocot,2021,11000,Petrol,660,Automatic,Lahore,3425000.0
Changan,Oshan X7 FutureSense,2022,16500,Petrol,1500,Automatic,Lahore,7675000.0
Toyota,Corolla GLi 1.3 VVTi,2011,160000,Petrol,1300,Manual,Kasur,2400000.0
Toyota,Passo X G Package,2014,70000,Petrol,1000,Automatic,Karachi,2500000.0
Suzuki,Alto VXL AGS,2020,45000,Petrol,660,Automatic,Karachi,2580000.0
Toyota,Prius,2015,260000,Hybrid,1800,Automatic,Lahore,5600000.0
Nissan,Clipper G Aero Version,2019,39000,Petrol,660,Automatic,Karachi,2995000.0
Toyota,Camry 4th (XV40) Generation Up-Spec Automatic 2.4,2007,182000,Petrol,2400,Automatic,Bahawalnagar,2850000.0
Daihatsu,Mira L SA,2014,69000,Petrol,660,Automatic,Karachi,2285000.0
Toyota,Corolla XLi VVTi,2011,122500,Petrol,1300,Manual,Karachi,2050000.0
Nissan,Note Aura Nismo Limited Sports Edition,2021,32000,Hybrid,1200,Automatic,Karachi,7200000.0
Suzuki,Mehran VXR Euro II,2017,57000,Petrol,800,Manual,Sialkot,1410000.0
Suzuki,Cultus VXR,2007,60000,Petrol,1000,Manual,Gujranwala,1030000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2018,83000,Petrol,1800,Automatic,Faisalabad,5150000.0
KIA,Sportage AWD,2019,43000,Petrol,2000,Automatic,Karachi,6600000.0
Audi,A6 40 TFSI S-Line,2021,50350,Petrol,2000,Automatic,Karachi,25000000.0
Toyota,Corolla SE Limited,1991,210000,Diesel,1500,Manual,Faisalabad,1330000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC,2013,150000,Petrol,1300,Manual,Sheikhupura,2650000.0
Toyota,Allion,2006,215000,Petrol,1500,Automatic,Gujranwala,2500000.0
MG,HS,2024,18102,Petrol,1500,Automatic,Karachi,700000.0
Toyota,Land Cruiser 70 series 30th anniversary edition (facelift),1985,222200,Diesel,4000,Manual,Lahore,3600000.0
Honda,City i-DSI,2007,100000,Petrol,1300,Manual,Lahore,1580000.0
Toyota,Aqua GS,2014,108658,Hybrid,1500,Automatic,Multan,4200000.0
Suzuki,Vitara GLX 1.6,2017,62362,Petrol,1600,Automatic,Multan,4100000.0
MG,HS Trophy,2022,8612,Petrol,1500,Automatic,Multan,6750000.0
Nissan,Note e-Power X,2021,81620,Hybrid,1200,Automatic,Multan,6400000.0
Hyundai,Tucson FWD A/T GLS Sport,2021,99395,Petrol,2000,Automatic,Multan,6800000.0
Toyota,Vitz B Intelligent Package 1.0,2008,115000,Petrol,1000,Automatic,Karachi,1950000.0
Honda,Civic RS,2022,45000,Petrol,1500,Automatic,Islamabad,8500000.0
Honda,Civic 11th Generation RS,2024,12462,Petrol,1500,Automatic,Multan,9600000.0
