make,model,year,mileage,fuel_type,engine_capacity,transmission,city,price
Mercedes,Benz E Class 3rd (W211) Generation E320,2007,74478,Diesel,3200,Automatic,Islamabad,6200000.0
Suzuki,Cultus EURO II,2015,5966,Petrol,1000,Manual,Islamabad,1530000.0
Toyota,Passo X L Package,2021,4000,Petrol,1000,Automatic,Islamabad,4500000.0
Daihatsu,Tanto X Turbo,2022,10408,Petrol,660,Automatic,Islamabad,3450000.0
Suzuki,Mehran VX Euro II,2014,41030,Petrol,796,Manual,Islamabad,1400000.0
Toyota,Passo X S,2020,53693,Petrol,1000,Automatic,Islamabad,3900000.0
DFSK,Glory 580 Pro,2022,16594,Petrol,1500,Automatic,Islamabad,5650000.0
Toyota,Yaris Hatchback G 1.0,2021,46716,Petrol,996,Automatic,Islamabad,4650000.0
Toyota,Fortuner 2.7 VVTi,2014,144405,Petrol,2700,Automatic,Islamabad,7100000.0
Honda,Civic EXi,2001,265000,Petrol,1500,Manual,Faisalabad,1430000.0
Suzuki,Cultus VXL,2022,70000,Petrol,1000,Manual,Rawalpindi,3490000.0
Mitsubishi,I,2006,14546,Petrol,660,Automatic,Karachi,1485000.0
Suzuki,Ravi Euro II,2003,150000,Petrol,800,Manual,Multan,570000.0
Suzuki,Alto VXR,2022,48,Petrol,660,Manual,Lahore,2600000.0
Honda,Civic VTi Oriel Prosmatec 1.6,2004,164000,Petrol,1600,Automatic,Lahore,1920000.0
Hyundai,Elantra GLS,2023,47500,Petrol,2000,Automatic,Pir mahal,6380000.0
Toyota,Prius X 1.8,2023,13652,Hybrid,1800,Automatic,Islamabad,16900000.0
Toyota,Fortuner 2.7 VVTi,2018,39712,Petrol,2700,Automatic,Islamabad,12500000.0
Honda,Civic EXi,2002,97000,Petrol,1500,Manual,Karachi,1280000.0
Suzuki,Bolan VX Euro II,2018,29000,Petrol,800,Manual,Haripur,1750000.0
KIA,Sportage Alpha,2021,76557,Petrol,2000,Automatic,Rawalpindi,6300000.0
Honda,City EXi S,2002,200000,Petrol,1500,Manual,Lahore,1495000.0
Toyota,Camry XV70 High Grade,2021,16935,Hybrid,2500,Automatic,Lahore,21500000.0
Toyota,Corolla,1974,2000,Petrol,1300,Manual,Swatmingora,350000.0
Suzuki,Alto VXR,2006,100000,Petrol,1000,Manual,Karachi,650000.0
Subaru,Stella CUSTOM,2017,125000,Petrol,660,Automatic,Lahore,2450000.0
Toyota,Yaris Hatchback G 1.0,2020,47064,Petrol,996,Automatic,Islamabad,4800000.0
KIA,Sportage Alpha,2022,52912,Petrol,2000,Automatic,Islamabad,6125000.0
Suzuki,Mehran VXR Euro II,2018,114000,Petrol,796,Manual,Islamabad,1580000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2021,43500,Petrol,1800,Automatic,Islamabad,6950000.0
Suzuki,Alto VXR,2022,67000,Petrol,660,Manual,Rawalpindi,2470000.0
Honda,City i-DSI,2004,136000,Petrol,1300,Manual,Karachi,1500000.0
Toyota,C-HR G,2018,2441,Hybrid,1800,Automatic,Islamabad,9500000.0
Subaru,Pleo Plus,2021,15229,Petrol,660,Automatic,Islamabad,3150000.0
Honda,City 6th Generation 1.2L M/T,2021,50398,Petrol,1200,Manual,Islamabad,4250000.0
Honda,City 5th (GM2) Generation Aspire 1.5 i-VTEC,2013,122211,Petrol,1500,Manual,Islamabad,3060000.0
Toyota,Corolla Axio Hybrid 1.5,2016,167861,Hybrid,1500,Automatic,Islamabad,5550000.0
Audi,A5 1.4 TFSI Sportback,2018,119025,Petrol,1400,Automatic,Islamabad,15000000.0
Suzuki,Mehran VX,2006,577080,CNG,800,Manual,Islamabad,750000.0
KIA,Picanto 1.0 AT,2023,37895,Petrol,1000,Automatic,Islamabad,3450000.0
Hyundai,Sonata 2.0,2024,7069,Petrol,2000,Automatic,Lahore,9750000.0
Honda,Civic Turbo 1.5 VTEC CVT,2016,50000,Petrol,1500,Automatic,Karachi,5490000.0
Honda,Vezel Hybrid Z,2014,62000,Hybrid,1500,Automatic,Karachi,4890000.0
Nissan,Dayz Highway Star G,2017,75000,Petrol,660,Automatic,Karachi,3350000.0
Suzuki,Mehran VX (CNG),2005,73790,Petrol,800,Manual,Islamabad,600000.0
Daihatsu,Taft G Turbo,2022,34679,Petrol,660,Automatic,Islamabad,3900000.0
Suzuki,Alto VXL AGS,2022,18400,Petrol,660,Automatic,Lahore,2875000.0
Suzuki,Khyber,2000,903241,Petrol,1000,Manual,Lahore,595000.0
Suzuki,Cultus,2006,145483,Petrol,1000,Manual,Hyderabad,680000.0
Honda,Vezel Hybrid Z Honda Sensing,2017,75000,Hybrid,1500,Automatic,Sialkot,6525000.0
Toyota,Corolla Altis Automatic 1.6,2017,120000,Petrol,1600,Automatic,Lahore,4550000.0
Suzuki,Mehran VX Euro II,2016,52000,Petrol,796,Manual,Rawalpindi,1250000.0
Suzuki,Mehran VXR Euro II,2013,100000,Petrol,796,Manual,Rawalpindi,910000.0
Suzuki,Margalla GL,1997,110700,Petrol,1300,Manual,Karachi,720000.0
Toyota,Corolla GLi 1.3 VVTi,2012,80,Petrol,1300,Manual,Islamabad,3400000.0
Hyundai,Santro,2004,20000,Petrol,1000,Manual,Faisalabad,850000.0
Toyota,Aqua G LED Soft Leather Selection,2020,70000,Hybrid,1500,Automatic,Gujranwala,6700000.0
Honda,Acty,2008,230000,Petrol,660,Automatic,Lahore,840000.0
Toyota,Surf SSR-X 2.7,2004,205317,Petrol,2700,Automatic,Islamabad,6500000.0
DFSK,Glory 580 Pro,2021,130138,Petrol,1500,Automatic,Lahore,5150000.0
Hyundai,Tucson FWD A/T GLS Sport,2022,97234,Petrol,2000,Automatic,Islamabad,7200000.0
Suzuki,Cultus VXR,2018,187724,Petrol,1000,Manual,Islamabad,2775000.0
Toyota,Corolla GLi 1.3 VVTi,2012,114360,Petrol,1300,Manual,Islamabad,2750000.0
Toyota,Sienta X,2019,155303,Hybrid,1500,Automatic,Islamabad,5600000.0
Suzuki,Swift DLX 1.3,2015,153546,Petrol,1300,Manual,Islamabad,2550000.0
Toyota,Passo X L Package S,2023,7377,Petrol,1000,Automatic,Islamabad,4150000.0
Honda,Vezel Hybrid Z Honda Sensing,2016,125805,Hybrid,1500,Automatic,Islamabad,6150000.0
Toyota,Corolla Axio Hybrid 1.5,2017,125901,Hybrid,1500,Automatic,Islamabad,5500000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,2017,123140,Petrol,1300,Automatic,Islamabad,3200000.0
Toyota,Aqua GS,2016,106973,Hybrid,1500,Automatic,Islamabad,4650000.0
Changan,Alsvin 1.3L MT Comfort,2022,33500,Petrol,1300,Manual,Multan,3265000.0
Toyota,Aqua GS,2017,84962,Hybrid,1500,Automatic,Islamabad,4975000.0
KIA,Sportage Alpha,2021,74373,Petrol,2000,Automatic,Islamabad,5950000.0
Toyota,Corolla Altis X Manual 1.6,2021,58359,Petrol,1600,Manual,Islamabad,5100000.0
Nissan,Dayz Highway Star S hybrid X pro pilot,2020,57777,Hybrid,660,Automatic,Islamabad,3750000.0
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2015,130374,Petrol,1800,Automatic,Islamabad,4300000.0
Toyota,Land Cruiser AX G Selection,2008,120438,Petrol,4600,Automatic,Islamabad,21000000.0
FAW,V2 VCT-i,2017,95769,Petrol,1300,Manual,Islamabad,1300000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2020,18214,Petrol,1800,Automatic,Islamabad,6000000.0
Daihatsu,Move,2021,15000,Petrol,660,Automatic,Lahore,4150000.0
Toyota,Camry,2004,215311,Petrol,2400,Automatic,Islamabad,2350000.0
Suzuki,Swift DLX 1.3,2011,130000,Petrol,1300,Manual,Lahore,1780000.0
Toyota,Aqua GS,2016,106973,Hybrid,1500,Automatic,Islamabad,4650000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2018,53988,Petrol,1800,Automatic,Islamabad,5800000.0
Mercedes,Benz E Class 3rd (W211) Generation E320,2007,74478,Diesel,3200,Automatic,Islamabad,6200000.0
Suzuki,Cultus EURO II,2015,5966,Petrol,1000,Manual,Islamabad,1530000.0
Toyota,Passo X L Package,2021,4000,Petrol,1000,Automatic,Islamabad,4500000.0
Daihatsu,Tanto X Turbo,2022,10408,Petrol,660,Automatic,Islamabad,3450000.0
Daihatsu,Cuore,2009,100000,Petrol,800,Manual,Hyderabad,950000.0
KIA,Sorento 2.4 AWD,2024,37000,Petrol,2400,Automatic,Lahore,8600000.0
Suzuki,Mehran VX Euro II,2014,41030,Petrol,796,Manual,Islamabad,1400000.0
Lexus,CT200h Version C,2011,78321,Hybrid,1800,Automatic,Karachi,3950000.0
Toyota,Passo X S,2020,53693,Petrol,1000,Automatic,Islamabad,3900000.0
DFSK,Glory 580 Pro,2022,16594,Petrol,1500,Automatic,Islamabad,5650000.0
Toyota,Yaris Hatchback G 1.0,2021,46716,Petrol,996,Automatic,Islamabad,4650000.0
Subaru,Pleo Plus,2021,15229,Petrol,660,Automatic,Islamabad,3150000.0
Honda,City 6th Generation 1.2L M/T,2021,50398,Petrol,1200,Manual,Islamabad,4250000.0
Honda,City 5th (GM2) Generation Aspire 1.5 i-VTEC,2013,122211,Petrol,1500,Manual,Islamabad,3060000.0
Toyota,Corolla Axio Hybrid 1.5,2016,167861,Hybrid,1500,Automatic,Islamabad,5550000.0
Audi,A5 1.4 TFSI Sportback,2018,119025,Petrol,1400,Automatic,Islamabad,15000000.0
Suzuki,Mehran VX,2006,577080,CNG,800,Manual,Islamabad,750000.0
KIA,Picanto 1.0 AT,2023,37895,Petrol,1000,Automatic,Islamabad,3450000.0
Hyundai,Sonata 2.0,2024,7069,Petrol,2000,Automatic,Lahore,9750000.0
Honda,Civic Turbo 1.5 VTEC CVT,2016,50000,Petrol,1500,Automatic,Karachi,5490000.0
Honda,Vezel Hybrid Z,2014,62000,Hybrid,1500,Automatic,Karachi,4890000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2018,71994,Petrol,1800,Automatic,Islamabad,3970000.0
Nissan,Dayz Highway Star G,2017,75000,Petrol,660,Automatic,Karachi,3350000.0
Honda,Civic EXi Prosmatec,2001,201000,Petrol,1500,Automatic,Karachi,1450000.0
Nissan,Note e-Power S,2021,45000,Hybrid,1200,Automatic,Gujranwala,6195000.0
Isuzu,D-Max V-Cross Automatic 3.0,2021,18547,Diesel,3000,Automatic,Karachi,9200000.0
Toyota,Raize G,2020,14000,Petrol,1000,Automatic,Karachi,5475000.0
Honda,CR-V G 2.0,2002,249636,Petrol,2000,Automatic,Lahore,3200000.0
Toyota,Aqua G,2015,115100,Hybrid,1500,Automatic,Karachi,3500000.0
Daihatsu,Mira X SA lll,2022,6000,Petrol,660,Automatic,Karachi,3575000.0
Toyota,Hilux D-4D Automatic,2012,75200,Diesel,3000,Automatic,Karachi,6550000.0
Honda,BR-V i-VTEC S,2018,130705,Petrol,1500,Automatic,Islamabad,4100000.0
Toyota,Raize Z,2019,41000,Petrol,1000,Automatic,Karachi,5825000.0
Daihatsu,Mira X SA lll,2022,3000,Petrol,660,Automatic,Karachi,3450000.0
Honda,City 1.3 i-VTEC Prosmatec,2019,60686,Petrol,1300,Automatic,Islamabad,3900000.0
MG,HS Trophy,2021,55000,Petrol,1500,Automatic,Lahore,6090000.0
Suzuki,Mehran VX (CNG),2005,73790,Petrol,800,Manual,Islamabad,600000.0
Suzuki,Swift DLX Automatic 1.3 Navigation,2019,82000,Petrol,1300,Automatic,Abbottabad,3200000.0
Toyota,Corolla XLi VVTi,2011,179000,Petrol,1300,Manual,Chichawatni,2130000.0
Honda,Accord CL9,2002,124000,Petrol,2400,Automatic,Lahore,2600000.0
Honda,City 1.3 i-VTEC,2011,170000,Petrol,1300,Manual,Rahim Yar Khan,2399000.0
Toyota,Yaris Hatchback 1.5L SE+,2022,30000,Petrol,1000,Automatic,Kohat,4200000.0
Changan,Alsvin 1.3L MT Comfort,2022,33500,Petrol,1300,Manual,Multan,3265000.0
Honda,N Wgn G L Package,2014,128000,Petrol,660,Automatic,Lahore,2485000.0
Toyota,Aqua GS,2017,84962,Hybrid,1500,Automatic,Islamabad,4975000.0
KIA,Sportage Alpha,2021,74373,Petrol,2000,Automatic,Islamabad,5950000.0
Toyota,Corolla Altis X Manual 1.6,2021,58359,Petrol,1600,Manual,Islamabad,5100000.0
Nissan,Dayz Highway Star S hybrid X pro pilot,2020,57777,Hybrid,660,Automatic,Islamabad,3750000.0
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2015,130374,Petrol,1800,Automatic,Islamabad,4300000.0
Honda,BR-V,2017,86500,Petrol,1500,Automatic,Mandi bahauddin,4500000.0
Suzuki,Wagon R VXL,2019,90000,Petrol,1000,Manual,Lahore,2690000.0
Honda,City 1.5L ASPIRE CVT,2022,13000,Petrol,1500,Automatic,Islamabad,5100000.0
Toyota,Land Cruiser AX G Selection,2008,120438,Petrol,4600,Automatic,Islamabad,21000000.0
Daihatsu,Cuore CX,2010,111000,Petrol,800,Manual,Karachi,1200000.0
FAW,V2 VCT-i,2017,95769,Petrol,1300,Manual,Islamabad,1300000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2020,18214,Petrol,1800,Automatic,Islamabad,6000000.0
Nissan,Moco X Idling Stop,2015,144000,Petrol,660,Automatic,Lahore,2250000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2022,13500,Petrol,1800,Automatic,Karachi,6725000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2018,5500,Petrol,1800,Automatic,Karachi,4350000.0
Daihatsu,Move,2021,15000,Petrol,660,Automatic,Lahore,4150000.0
Suzuki,Cultus EURO II,2013,88049,Petrol,1000,Manual,Karachi,1375000.0
Daihatsu,Hijet Cruise,2019,58806,Petrol,660,Automatic,Karachi,2525000.0
Honda,City 1.3 i-VTEC Prosmatec,2020,39450,Petrol,1300,Automatic,Lahore,3995000.0
Suzuki,Cultus EURO II,2013,52000,Petrol,1000,Manual,Lahore,1275000.0
Toyota,Vitz F Intelligent Package 1.0,2011,108000,Petrol,1000,Automatic,Karachi,2450000.0
Toyota,Prado TX Limited 2.7,2019,42000,Petrol,2700,Automatic,Karachi,28500000.0
Proton,Saga 1.3L Ace A/T,2023,16000,Petrol,1299,Automatic,Karachi,2590000.0
Daihatsu,Mira X Limited,2007,135000,Petrol,660,Automatic,Karachi,1325000.0
Toyota,Corolla Altis Automatic 1.6,2020,77000,Petrol,1600,Automatic,Karachi,4850000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC,2018,82300,Petrol,1300,Manual,Faisalabad,3375000.0
Suzuki,Alto VXR,2010,96220,Petrol,1000,Manual,Karachi,1100000.0
Toyota,Aqua X Urban,2015,171306,Hybrid,1500,Automatic,Islamabad,4200000.0
Peugeot,2023 Allure,2023,301,Petrol,1200,Automatic,Rawalpindi,7350000.0
Suzuki,Mehran VX,1991,100000,Petrol,800,Manual,Gujrat,455000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC,2016,90000,Petrol,1300,Manual,Lahore,3140000.0
Suzuki,Swift GLX CVT,2024,30,Petrol,1200,Automatic,Rawalpindi,5250000.0
Toyota,Land Cruiser VX Limited 4.5,1994,99200,Petrol,4500,Automatic,Karachi,3100000.0
Toyota,Passo,2007,147269,Petrol,1000,Automatic,Karachi,1725000.0
Honda,City i-DSI Vario,2008,136000,Petrol,1300,Automatic,Lahore,2225000.0
Toyota,Vitz F Safety 1.0,2019,72000,Petrol,1000,Automatic,Karachi,3800000.0
Suzuki,Swift DLX 1.3,2011,130000,Petrol,1300,Manual,Lahore,1780000.0
Suzuki,Alto Memorial of the 30th Birth Anniversary,2009,125000,Petrol,660,Automatic,Rawalpindi,1800000.0
Honda,Civic EXi Prosmatec,2001,201000,Petrol,1500,Automatic,Karachi,1450000.0
Nissan,Note e-Power S,2021,45000,Hybrid,1200,Automatic,Gujranwala,6195000.0
Isuzu,D-Max V-Cross Automatic 3.0,2021,18547,Diesel,3000,Automatic,Karachi,9200000.0
Honda,Civic 7th Generation (Facelift) VTi Oriel 1.6,2005,162000,Petrol,1600,Manual,Nowshera cantt,1800000.0
Toyota,Raize G,2020,14000,Petrol,1000,Automatic,Karachi,5475000.0
Daihatsu,Charade CX Turbo,1986,52681,Petrol,1000,Manual,Karachi,430000.0
Honda,CR-V G 2.0,2002,249636,Petrol,2000,Automatic,Lahore,3200000.0
Toyota,Yaris Sedan ATIV CVT 1.3,2022,22000,Petrol,1300,Automatic,Karachi,4195000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2017,34800,Petrol,1800,Automatic,Rahim Yar Khan,5850000.0
Toyota,Corolla 8th (E110) Generation 2.0D,1995,30000,Diesel,2000,Manual,Khushab,950000.0
Mitsubishi,Lancer,1990,100,Petrol,1300,Manual,Lahore,480000.0
MG,HS Trophy,2021,43000,Petrol,1500,Automatic,Lahore,6300000.0
Suzuki,Cultus VXL,2021,90000,Petrol,1000,Manual,Mirpur khas,3400000.0
Suzuki,Alto VXR,2022,39000,Petrol,660,Manual,Peshawar,2649000.0
Toyota,Corolla 8th (E110) Generation XE Limited,1995,135000,Petrol,1300,Manual,Rawalpindi,1450000.0
Toyota,C-HR G-LED,2018,83696,Hybrid,1800,Automatic,Karachi,7450000.0
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2010,165000,Petrol,1800,Automatic,Islamabad,2890000.0
Toyota,Corolla Altis Automatic 1.6,2018,95696,Petrol,1600,Automatic,Islamabad,4750000.0
Toyota,Corolla GLi 1.3 VVTi,2012,151000,Petrol,1300,Manual,Lahore,2900000.0
Toyota,Harrier Hybrid Premium Advanced Package,2016,80000,Hybrid,2500,Automatic,Karachi,13700000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,2018,85000,Petrol,1300,Automatic,Multan,3625000.0
Daihatsu,Cuore CX Eco,2012,69499,Petrol,800,Manual,Karachi,1050000.0
Mercedes,Benz C Class C180 AMG,2020,51000,Petrol,1600,Automatic,Lahore,19200000.0
Toyota,Vitz F 1.0,2013,126000,Petrol,1000,Automatic,Lahore,2645000.0
MG,HS Trophy,2021,30000,Petrol,1500,Automatic,Karachi,6500000.0
Daihatsu,Move L SA 3,2021,22527,Petrol,658,Automatic,Karachi,3600000.0
Toyota,Aqua S,2019,28709,Hybrid,1500,Automatic,Karachi,6000000.0
Suzuki,Baleno,2004,243730,Petrol,1300,Manual,Lahore,880000.0
Honda,City 1.3 i-VTEC,2015,92612,Petrol,1300,Manual,Lahore,3050000.0
Toyota,Aqua G,2015,115100,Hybrid,1500,Automatic,Karachi,3500000.0
Toyota,Corolla GLi 1.3 VVTi,2018,90000,Petrol,1300,Manual,Quetta,4000000.0
Suzuki,Alto VXR,2021,150000,Petrol,660,Manual,Khudian Khas,2350000.0
Daihatsu,Mira X SA lll,2022,6000,Petrol,660,Automatic,Karachi,3575000.0
Daihatsu,Cuore CX Eco,2012,112500,Petrol,800,Manual,Multan,1300000.0
Toyota,Corolla 2.0D,2004,500000,Diesel,2000,Manual,Rawalpindi,2000000.0
Honda,Life C Special Edition Comfort Special,2011,108000,Petrol,660,Automatic,Lahore,2025000.0
Toyota,Corolla 9th (E120) Generation XLi,2005,300000,Petrol,1300,Manual,Pindi Bhattian,1500000.0
Toyota,Hilux D-4D Automatic,2012,75200,Diesel,3000,Automatic,Karachi,6550000.0
Honda,BR-V i-VTEC S,2018,130705,Petrol,1500,Automatic,Islamabad,4100000.0
Toyota,Raize Z,2019,41000,Petrol,1000,Automatic,Karachi,5825000.0
Suzuki,Mehran,2011,140000,Petrol,800,Manual,Rawalpindi,840000.0
Toyota,Corolla,1997,1,Petrol,1500,Automatic,Peshawar,1850000.0
Daihatsu,Mira X SA lll,2022,3000,Petrol,660,Automatic,Karachi,3450000.0
Toyota,Corolla GLi 1.3 VVTi,2015,150000,Petrol,1300,Manual,Attock,3590000.0
Honda,City 1.3 i-VTEC Prosmatec,2019,60686,Petrol,1300,Automatic,Islamabad,3900000.0
Honda,Civic 6th Generation VTi Automatic 1.6,1997,180000,Petrol,1600,Automatic,Lahore,1100000.0
Suzuki,Baleno JXR,2005,197000,Petrol,1300,Manual,Kot Momin,1044999.0
Suzuki,Cultus VXR,2007,59039,Petrol,1000,Manual,Multan,880000.0
Toyota,Yaris Sedan ATIV X CVT 1.5,2020,33884,Petrol,1500,Automatic,Karachi,4500000.0
Suzuki,Cultus EURO II,2013,88049,Petrol,1000,Manual,Karachi,1375000.0
Nissan,Sunny,1994,120000,Petrol,1300,Manual,Lahore,300000.0
Daihatsu,Hijet Cruise,2019,58806,Petrol,660,Automatic,Karachi,2525000.0
Toyota,Passo,2018,97000,Petrol,1000,Automatic,Islamabad,3600000.0
Honda,Vezel Hybrid Z,2014,172909,Hybrid,1500,Automatic,Karachi,4150000.0
Toyota,Hilux Vigo Champ G,2012,110000,Diesel,2500,Automatic,Karachi,5450000.0
Daihatsu,Mira X,2009,2400,Petrol,660,Automatic,Karachi,1800000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2016,43000,Petrol,1300,Automatic,Karachi,3850000.0
Suzuki,Liana LXi,2009,220000,Petrol,1300,Manual,Lahore,1265000.0
Suzuki,Mehran VXR Euro II,2017,58000,Petrol,796,Manual,Lahore,994999.0
Toyota,Hilux Revo G 3.0,2018,91000,Diesel,2800,Manual,Karachi,8100000.0
Nissan,Dayz X,2021,27000,Petrol,660,Automatic,Lahore,3500000.0
Toyota,Roomy XS,2022,11406,Petrol,996,Automatic,Karachi,3650000.0
Mitsubishi,EK Custom T,2019,14430,Petrol,660,Automatic,Lahore,3650000.0
Suzuki,Hustler Hybrid G,2021,18993,Hybrid,660,Automatic,Lahore,4200000.0
Toyota,Vitz F 1.0,1999,200000,Petrol,1000,Manual,Islamabad,1600000.0
Honda,Civic Standard,2022,75000,Petrol,1500,Automatic,Lahore,7350000.0
Toyota,Corolla Altis CVT-i 1.8,2015,48000,Petrol,1800,Automatic,Khairpur,4280000.0
Suzuki,Cultus Auto Gear Shift,2018,103303,Petrol,1000,Automatic,Lahore,2800000.0
Suzuki,Mehran VXR Euro II,2018,154332,Petrol,796,Manual,Faisalabad,1250000.0
Suzuki,Wagon R VXL,2019,100000,Petrol,1000,Manual,Gujranwala,2375000.0
Suzuki,Baleno Sport,2005,210000,Petrol,1300,Manual,Karachi,900000.0
Honda,City 1.3 i-VTEC Prosmatec,2020,39450,Petrol,1300,Automatic,Lahore,3995000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC,2016,120000,Petrol,1300,Manual,Lahore,3250000.0
Honda,Civic VTi Oriel Automatic 1.6,2000,175000,Petrol,1600,Automatic,Islamabad,1545000.0
Suzuki,Bolan VX Euro II,2018,170000,Petrol,800,Manual,Karachi,1070000.0
Suzuki,Cultus EURO II,2013,52000,Petrol,1000,Manual,Lahore,1275000.0
Toyota,Vitz F Intelligent Package 1.0,2011,108000,Petrol,1000,Automatic,Karachi,2450000.0
Suzuki,Mehran VXR,2009,178000,Petrol,800,Manual,Peshawar,850000.0
Toyota,Prado TX Limited 2.7,2019,42000,Petrol,2700,Automatic,Karachi,28500000.0
Proton,Saga 1.3L Ace A/T,2023,16000,Petrol,1299,Automatic,Karachi,2590000.0
Suzuki,Mehran VX,1993,154454,Petrol,800,Manual,Lahore,340000.0
Daihatsu,Mira X Limited,2007,135000,Petrol,660,Automatic,Karachi,1325000.0
Honda,Civic 7th Generation (Facelift) EXi Prosmatec,2005,160000,Petrol,1500,Automatic,Wah cantt,1620000.0
Toyota,Corolla Altis Automatic 1.6,2020,77000,Petrol,1600,Automatic,Karachi,4850000.0
Hyundai,Tucson AWD A/T Ultimate,2021,19000,Petrol,2000,Automatic,Karachi,8028000.0
Suzuki,Bolan,2024,8700,Petrol,800,Manual,Islamabad,2300000.0
Suzuki,Wagon R VXL,2018,77000,Petrol,1000,Manual,Faisalabad,2150000.0
Toyota,Corolla Altis 1.6 X CVT-i Special Edition,2022,15000,Petrol,1600,Automatic,Sialkot,6540000.0
Daihatsu,Hijet Cruise,2014,98000,Petrol,660,Automatic,Karachi,1789999.0
Nissan,Dayz X,2022,8000,Petrol,660,Automatic,Lahore,3500000.0
Suzuki,Spacia X,2021,38000,Hybrid,660,Automatic,Lahore,3475000.0
Suzuki,Every Wagon,2020,20000,Petrol,660,Automatic,Lahore,3775000.0
Suzuki,Alto VXR,2003,22000,Petrol,1000,Manual,Lahore,1500000.0
Honda,N One,2022,15000,Petrol,660,Automatic,Lahore,3950000.0
Nissan,Moco X Idling Stop,2014,88584,Petrol,660,Automatic,Islamabad,2300000.0
Suzuki,Cultus VXL,2018,112088,Petrol,1000,Manual,Lahore,2600000.0
Toyota,Corolla GLi 1.3 VVTi,2018,103176,Petrol,1300,Manual,Karachi,4050000.0
Jetour,Dashing Deluxe,2025,30,Petrol,1500,Automatic,Lahore,9175000.0
KIA,Sorento 3.5 FWD,2021,45708,Petrol,3500,Automatic,Lahore,8000000.0
Suzuki,Vitara GL+ 1.6,2017,108500,Petrol,1600,Automatic,Lahore,4000000.0
Suzuki,Alto VXL AGS,2022,68000,Petrol,660,Automatic,Islamabad,2960000.0
DFSK,Glory 580 Pro,2022,36450,Petrol,1500,Automatic,Karachi,4575000.0
Honda,City 5th (GM2) Generation 1.3 i-VTEC,2018,82300,Petrol,1300,Manual,Faisalabad,3375000.0
Suzuki,FX GA,1984,96000,Petrol,800,Manual,Murree,215000.0
Suzuki,Alto VXR,2010,96220,Petrol,1000,Manual,Karachi,1100000.0
Toyota,Aqua X Urban,2015,171306,Hybrid,1500,Automatic,Islamabad,4200000.0
Toyota,C-HR G-LED,2018,83696,Hybrid,1800,Automatic,Karachi,7450000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2014,115000,Petrol,1800,Automatic,Islamabad,4150000.0
Honda,Civic,1987,100006,CNG,1600,Manual,Peshawar,500000.0
Toyota,Aqua G,2014,97000,Hybrid,1500,Automatic,Karachi,3750000.0
Toyota,Succeed,2006,130000,Petrol,1500,Automatic,Hazro,3400000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,77000,Petrol,1300,Automatic,Karachi,3600000.0
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2010,165000,Petrol,1800,Automatic,Islamabad,2890000.0
Daihatsu,Charade,1983,100000,Petrol,1000,Manual,Faisalabad,299000.0
Toyota,Yaris Sedan ATIV CVT 1.3,2021,45300,Petrol,1300,Automatic,Lahore,4200000.0
Nissan,Sunny,1989,102000,Petrol,1000,Manual,Karachi,530000.0
Toyota,Corolla Altis Automatic 1.6,2018,95696,Petrol,1600,Automatic,Islamabad,4750000.0
Suzuki,Alto VXR,2024,15400,Petrol,660,Manual,Multan,2790000.0
Daihatsu,Cuore CX Automatic,2005,80000,Petrol,800,Automatic,Lahore,885000.0
Changan,Alsvin 1.5L DCT Lumiere,2022,49000,Petrol,1500,Automatic,Multan,4000000.0
Honda,N Wgn C,2014,150000,Petrol,660,Automatic,Islamabad,2700000.0
MG,HS PHEV,2025,1000,Hybrid,1500,Automatic,Lahore,9750000.0
Nissan,Moco X Idling Stop,2015,128000,Petrol,660,Automatic,Karachi,1860000.0
Toyota,Corolla GLi 1.3 VVTi,2012,151000,Petrol,1300,Manual,Lahore,2900000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2020,57000,Petrol,1800,Automatic,Karachi,6000000.0
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2012,109000,Petrol,1800,Automatic,Karachi,3700000.0
Honda,Vezel Hybrid Z Style Edition,2015,69000,Hybrid,1500,Automatic,Lahore,5000000.0
MG,HS Essence,2023,29000,Petrol,1500,Automatic,Lahore,7190000.0
